u_id,act_strt_dt,brth_estb_yr,gnd_cd,mar_st_cd,ocp_cd,idv_incm_seg_cd,fam_incm_seg_cd,prim_seg_cd,prim_sub_seg_cd,ed_lvl_cd
cst_id005884,2003-06-26 00:00:00,1961.0,2.0,1.0,9.0,7.0,,MI,K1,05
cst_id062347,2012-11-02 00:00:00,1973.0,2.0,2.0,7.0,,,MI,J3,
cst_id025102,2003-10-10 00:00:00,1951.0,1.0,2.0,8.0,7.0,3.0,MI,L3,04
cst_id048055,2009-11-05 00:00:00,1962.0,1.0,2.0,1.0,5.0,6.0,MI,K1,04
cst_id008488,1995-02-20 00:00:00,1964.0,2.0,2.0,4.0,2.0,3.0,XS,01,01
cst_id009669,2003-06-14 00:00:00,1961.0,1.0,2.0,9.0,5.0,3.0,MI,M3,03
cst_id020874,2003-01-14 00:00:00,1979.0,2.0,1.0,9.0,6.0,2.0,MI,K1,05
cst_id061016,2012-07-11 00:00:00,1991.0,2.0,1.0,7.0,2.0,1.0,TC,O5,03
cst_id009373,2000-08-18 00:00:00,1963.0,2.0,2.0,4.0,1.0,2.0,TC,O5,02
cst_id073889,2016-03-28 00:00:00,1994.0,2.0,1.0,3.0,2.0,4.0,TC,O1,02
cst_id055725,2011-05-22 00:00:00,1985.0,2.0,1.0,9.0,6.0,,MI,L2,04
cst_id010058,1999-02-12 00:00:00,1959.0,1.0,1.0,4.0,11.0,,MI,J2,04
cst_id069648,2014-10-01 00:00:00,1996.0,2.0,1.0,3.0,2.0,6.0,TC,O1,03
cst_id022216,1988-05-26 00:00:00,1945.0,1.0,2.0,4.0,10.0,,SM,01,04
cst_id034838,2006-10-19 00:00:00,1991.0,1.0,1.0,6.0,4.0,,MI,N4,02
cst_id051125,2010-06-15 00:00:00,1990.0,2.0,1.0,3.0,1.0,2.0,TC,O5,03
cst_id064373,2013-05-03 00:00:00,1983.0,2.0,2.0,9.0,4.0,2.0,MI,N4,03
cst_id021594,2003-03-27 00:00:00,1984.0,2.0,1.0,7.0,6.0,6.0,MI,L1,04
cst_id014068,2000-05-19 00:00:00,1956.0,1.0,1.0,9.0,5.0,,MI,L2,04
cst_id009595,2003-05-29 00:00:00,1960.0,2.0,1.0,7.0,7.0,6.0,XS,01,04
cst_id062161,2012-10-15 00:00:00,1991.0,2.0,1.0,4.0,5.0,,MI,K3,03
cst_id008177,1991-01-01 00:00:00,1949.0,2.0,2.0,5.0,6.0,5.0,PC,B8,04
cst_id075878,2017-01-12 00:00:00,1997.0,2.0,1.0,6.0,1.0,1.0,TC,O2,04
cst_id029782,2005-04-18 00:00:00,1980.0,2.0,1.0,9.0,1.0,3.0,MI,L2,03
cst_id018701,2002-05-20 00:00:00,1969.0,2.0,2.0,7.0,4.0,3.0,XS,01,04
cst_id023938,2003-06-17 00:00:00,1962.0,2.0,2.0,4.0,5.0,5.0,MI,H1,03
cst_id043867,2008-12-05 00:00:00,1992.0,2.0,1.0,6.0,3.0,1.0,MI,L2,02
cst_id059576,2012-03-30 00:00:00,1988.0,1.0,1.0,1.0,1.0,3.0,MI,N4,04
cst_id019710,2002-09-06 00:00:00,1971.0,1.0,2.0,8.0,7.0,,MI,L3,04
cst_id032234,2006-02-02 00:00:00,1980.0,2.0,1.0,6.0,4.0,4.0,MI,L3,04
cst_id039151,2007-11-20 00:00:00,1983.0,2.0,1.0,3.0,1.0,4.0,MI,N4,04
cst_id067136,2014-01-31 00:00:00,1984.0,2.0,1.0,3.0,2.0,2.0,TC,O5,02
cst_id011332,1996-01-16 00:00:00,1968.0,2.0,1.0,4.0,2.0,,MI,J2,
cst_id019355,2002-07-26 00:00:00,1967.0,1.0,2.0,3.0,8.0,4.0,MI,K1,04
cst_id027567,2004-07-09 00:00:00,1971.0,2.0,,3.0,2.0,,MI,N4,01
cst_id053298,2010-11-18 00:00:00,1988.0,1.0,1.0,3.0,2.0,2.0,TC,O5,02
cst_id042412,2008-08-03 00:00:00,1986.0,2.0,1.0,9.0,5.0,3.0,MI,L2,04
cst_id019698,2002-09-04 00:00:00,1978.0,2.0,1.0,9.0,4.0,6.0,MI,N4,02
cst_id050741,2010-05-24 00:00:00,1991.0,2.0,1.0,9.0,3.0,3.0,MI,N4,04
cst_id036076,2000-12-07 00:00:00,1957.0,1.0,2.0,13.0,5.0,5.0,MI,K2,06
cst_id062872,2012-12-23 00:00:00,1986.0,1.0,1.0,3.0,4.0,3.0,MI,M3,04
cst_id059098,2012-02-24 00:00:00,1990.0,1.0,1.0,3.0,1.0,,MI,M3,
cst_id050121,2010-04-07 00:00:00,1967.0,1.0,2.0,4.0,9.0,3.0,MI,I1,04
cst_id042043,2008-07-04 00:00:00,1955.0,2.0,2.0,11.0,8.0,6.0,TC,O5,04
cst_id011465,,,,,,,,,,
cst_id009384,1999-07-22 00:00:00,1973.0,1.0,1.0,4.0,6.0,7.0,MI,K3,04
cst_id011229,1999-01-20 00:00:00,1945.0,2.0,,5.0,2.0,,MI,N5,  
cst_id002536,1996-11-05 00:00:00,1975.0,2.0,2.0,9.0,5.0,4.0,MI,K1,04
cst_id004887,1998-02-13 00:00:00,1973.0,2.0,1.0,9.0,3.0,,TC,O5,02
cst_id052503,2010-09-22 00:00:00,1993.0,1.0,1.0,9.0,2.0,3.0,TC,O1,04
cst_id053976,2011-01-10 00:00:00,1974.0,1.0,2.0,9.0,8.0,6.0,MI,N4,02
cst_id016798,2001-09-05 00:00:00,1974.0,1.0,1.0,9.0,5.0,,MI,L2,04
cst_id028532,2004-11-03 00:00:00,1981.0,1.0,1.0,13.0,2.0,,TC,O5,  
cst_id000188,2001-02-16 00:00:00,1952.0,2.0,2.0,5.0,5.0,3.0,PC,E4,04
cst_id008283,1996-04-16 00:00:00,1971.0,2.0,1.0,4.0,2.0,3.0,MI,J2,04
cst_id025581,2003-12-04 00:00:00,1967.0,1.0,2.0,7.0,,1.0,XS,01,01
cst_id038914,2007-10-24 00:00:00,1984.0,2.0,1.0,6.0,2.0,4.0,TC,O5,06
cst_id008351,2000-03-28 00:00:00,1951.0,1.0,2.0,7.0,8.0,7.0,MI,J3,03
cst_id077529,2017-09-13 00:00:00,1990.0,2.0,2.0,3.0,3.0,,MI,N4,04
cst_id049962,2013-10-23 00:00:00,1988.0,1.0,1.0,4.0,9.0,7.0,LM,01,04
cst_id034365,2006-09-15 00:00:00,1968.0,2.0,2.0,13.0,,,TC,O5,
cst_id077554,2017-09-19 00:00:00,1998.0,1.0,1.0,6.0,1.0,1.0,TC,O2,02
cst_id075176,2016-09-30 00:00:00,1991.0,2.0,1.0,6.0,,,TC,O5,04
cst_id005232,1995-11-14 00:00:00,1965.0,1.0,1.0,3.0,2.0,,MI,K1,
cst_id061838,2012-09-17 00:00:00,1979.0,2.0,2.0,4.0,8.0,6.0,PC,C5,
cst_id051258,2010-06-24 00:00:00,1984.0,1.0,1.0,9.0,2.0,1.0,TC,O5,04
cst_id029430,2005-03-03 00:00:00,1980.0,1.0,1.0,4.0,7.0,7.0,MI,I1,04
cst_id061905,2012-09-22 00:00:00,1984.0,2.0,1.0,9.0,5.0,,MI,L2,04
cst_id025921,2004-01-12 00:00:00,1977.0,1.0,1.0,9.0,1.0,3.0,MI,K1,04
cst_id008486,1999-06-15 00:00:00,1956.0,2.0,,13.0,2.0,,MI,L3,
cst_id074473,2016-06-20 00:00:00,1980.0,2.0,1.0,9.0,2.0,1.0,TC,O5,03
cst_id063459,2013-02-12 00:00:00,1995.0,2.0,1.0,6.0,1.0,,TC,O1,02
cst_id077792,2017-10-31 00:00:00,1996.0,2.0,1.0,6.0,1.0,2.0,TC,O2,04
cst_id030693,2005-07-26 00:00:00,1979.0,2.0,1.0,9.0,6.0,6.0,MI,M3,04
cst_id049159,2010-02-01 00:00:00,1992.0,2.0,1.0,7.0,4.0,5.0,TC,O5,03
cst_id002117,1986-02-05 00:00:00,1927.0,1.0,1.0,11.0,,,TC,O5,
cst_id003062,2000-11-14 00:00:00,1947.0,2.0,2.0,5.0,,,TC,O5,
cst_id073470,2016-01-27 00:00:00,1996.0,1.0,1.0,6.0,1.0,3.0,TC,O2,04
cst_id014727,1998-09-03 00:00:00,1971.0,1.0,2.0,3.0,8.0,,PC,C7,05
cst_id062128,2012-10-11 00:00:00,1991.0,2.0,1.0,3.0,4.0,6.0,MI,N4,04
cst_id045840,2009-05-18 00:00:00,1980.0,1.0,1.0,7.0,5.0,5.0,MI,L1,04
cst_id060845,2012-06-30 00:00:00,1990.0,1.0,1.0,3.0,4.0,,MI,K1,04
cst_id070743,2015-02-09 00:00:00,1973.0,2.0,2.0,1.0,4.0,7.0,MI,N4,05
cst_id036635,2013-10-25 00:00:00,1950.0,2.0,2.0,4.0,,,MI,M1,04
cst_id059671,2012-04-11 00:00:00,1977.0,1.0,1.0,3.0,7.0,1.0,MI,K1,04
cst_id005283,2000-11-21 00:00:00,1980.0,1.0,2.0,4.0,2.0,1.0,MI,J2,04
cst_id034228,2006-09-03 00:00:00,1980.0,2.0,2.0,3.0,9.0,,XS,01,04
cst_id041472,2008-05-30 00:00:00,1982.0,1.0,1.0,3.0,4.0,7.0,TC,O5,05
cst_id077899,2017-11-18 00:00:00,2001.0,1.0,1.0,6.0,1.0,,TC,O3,02
cst_id002461,1999-10-21 00:00:00,1968.0,2.0,1.0,3.0,5.0,,MI,K1,04
cst_id064111,2013-04-09 00:00:00,1989.0,2.0,1.0,7.0,3.0,4.0,MI,N4,04
cst_id029422,2005-03-03 00:00:00,1957.0,1.0,1.0,5.0,8.0,,PC,C8,05
cst_id032273,2006-02-07 00:00:00,1967.0,2.0,1.0,4.0,8.0,6.0,MI,H1,04
cst_id021726,2003-04-09 00:00:00,1985.0,2.0,1.0,7.0,4.0,5.0,MI,L1,04
cst_id013525,1999-10-08 00:00:00,1977.0,2.0,2.0,3.0,8.0,7.0,MI,H3,05
cst_id003883,2001-01-31 00:00:00,1974.0,2.0,1.0,3.0,2.0,1.0,MI,K1,02
cst_id057931,2011-11-10 00:00:00,1982.0,2.0,1.0,4.0,5.0,3.0,XS,01,04
cst_id047535,2009-09-22 00:00:00,1977.0,2.0,1.0,4.0,5.0,3.0,TC,O5,03
cst_id078517,2018-02-05 00:00:00,2001.0,1.0,1.0,6.0,1.0,,TC,O3,03
cst_id015265,1999-08-04 00:00:00,1973.0,2.0,1.0,3.0,8.0,7.0,MI,K1,05
cst_id042813,2008-09-03 00:00:00,1989.0,2.0,1.0,4.0,1.0,2.0,MI,J2,04
cst_id030504,2005-07-03 00:00:00,1970.0,2.0,2.0,4.0,6.0,6.0,MI,H1,04
cst_id002021,2001-05-09 00:00:00,1951.0,2.0,1.0,4.0,8.0,,MI,I1,04
cst_id030193,2005-05-29 00:00:00,1975.0,2.0,2.0,4.0,9.0,7.0,MI,J2,05
cst_id038749,2007-10-07 00:00:00,1984.0,2.0,2.0,2.0,5.0,6.0,MI,K1,05
cst_id073573,2016-02-10 00:00:00,1994.0,2.0,1.0,9.0,,,TC,O1,03
cst_id033576,2006-06-29 00:00:00,1982.0,2.0,2.0,3.0,2.0,,TC,O5,04
cst_id051363,2010-06-30 00:00:00,1967.0,1.0,1.0,3.0,1.0,1.0,MI,L2,01
cst_id016808,2001-09-05 00:00:00,1969.0,1.0,2.0,4.0,1.0,,MI,N2,02
cst_id078316,2018-01-11 00:00:00,1999.0,2.0,1.0,5.0,2.0,,TC,O1,03
cst_id070504,2015-01-13 00:00:00,1991.0,2.0,1.0,7.0,2.0,3.0,MI,L1,04
cst_id063464,2013-02-13 00:00:00,1990.0,2.0,1.0,3.0,2.0,2.0,TC,O5,02
cst_id034384,2006-09-16 00:00:00,1969.0,1.0,2.0,3.0,8.0,,XS,01,04
cst_id033102,2006-05-09 00:00:00,1980.0,2.0,2.0,3.0,6.0,,MI,L2,04
cst_id008496,1999-06-11 00:00:00,1968.0,2.0,,13.0,2.0,,MI,N1,  
cst_id029103,2005-01-21 00:00:00,1976.0,2.0,1.0,4.0,7.0,5.0,XS,01,04
cst_id016256,2001-06-22 00:00:00,1959.0,2.0,,13.0,2.0,,TC,O5,  
cst_id078080,2017-12-12 00:00:00,1979.0,1.0,2.0,3.0,2.0,,TC,O5,02
cst_id008465,1994-03-04 00:00:00,1963.0,2.0,2.0,4.0,2.0,,MI,J2,02
cst_id003991,2000-10-18 00:00:00,1945.0,1.0,,3.0,4.0,3.0,MI,L2,02
cst_id065693,2013-08-29 00:00:00,1990.0,1.0,1.0,3.0,2.0,1.0,TC,O5,04
cst_id014517,2000-09-21 00:00:00,1936.0,2.0,2.0,5.0,4.0,7.0,TC,O5,04
cst_id033138,2006-05-12 00:00:00,1971.0,2.0,1.0,1.0,4.0,3.0,MI,M3,05
cst_id077488,2017-09-07 00:00:00,1998.0,2.0,1.0,6.0,1.0,,TC,O2,04
cst_id075103,2016-09-19 00:00:00,1982.0,1.0,1.0,9.0,1.0,,TC,O5,
cst_id033741,2006-07-14 00:00:00,1981.0,2.0,2.0,4.0,5.0,,XS,01,04
cst_id007789,1997-11-21 00:00:00,1955.0,1.0,,13.0,2.0,,XS,01,  
cst_id058993,2012-02-15 00:00:00,1980.0,1.0,1.0,3.0,5.0,,MI,M3,
cst_id058261,2011-12-16 00:00:00,1993.0,2.0,1.0,6.0,1.0,2.0,TC,O1,02
cst_id057456,2011-09-26 00:00:00,1968.0,1.0,2.0,13.0,1.0,3.0,TC,O5,03
cst_id075323,2016-10-21 00:00:00,1990.0,2.0,1.0,9.0,5.0,3.0,TC,O5,02
cst_id031324,2005-10-11 00:00:00,1984.0,1.0,1.0,9.0,5.0,3.0,MI,N4,04
cst_id072792,2015-10-22 00:00:00,1959.0,1.0,1.0,9.0,4.0,3.0,MI,L2,04
cst_id076407,2017-04-03 00:00:00,2002.0,2.0,1.0,6.0,,2.0,TC,O3,03
cst_id027611,2004-07-13 00:00:00,1980.0,2.0,1.0,3.0,8.0,7.0,MI,K1,04
cst_id065626,2013-08-21 00:00:00,1991.0,1.0,1.0,3.0,4.0,4.0,MI,M3,04
cst_id019895,1990-11-01 00:00:00,1957.0,1.0,1.0,1.0,8.0,6.0,MI,K1,04
cst_id051177,2010-06-18 00:00:00,1988.0,2.0,1.0,3.0,4.0,3.0,MI,N4,04
cst_id046646,2009-07-13 00:00:00,1970.0,2.0,2.0,1.0,4.0,2.0,MI,L2,05
cst_id077782,2017-10-29 00:00:00,1999.0,2.0,1.0,6.0,1.0,5.0,TC,O2,04
cst_id041811,2008-06-20 00:00:00,1989.0,1.0,1.0,7.0,9.0,7.0,TC,O5,02
cst_id018762,1991-01-01 00:00:00,1982.0,2.0,1.0,4.0,6.0,1.0,MI,K3,04
cst_id013048,2000-05-18 00:00:00,1981.0,2.0,1.0,13.0,,4.0,MI,N5,04
cst_id030322,2005-06-11 00:00:00,1986.0,1.0,1.0,9.0,1.0,1.0,MI,N4,04
cst_id058174,2011-12-07 00:00:00,1955.0,2.0,2.0,4.0,5.0,4.0,MI,H1,01
cst_id024653,2003-08-26 00:00:00,1965.0,1.0,2.0,3.0,2.0,1.0,MI,N4,01
cst_id000330,1999-04-19 00:00:00,1973.0,1.0,2.0,2.0,1.0,,MI,I3,05
cst_id007259,1996-09-23 00:00:00,1961.0,2.0,4.0,4.0,5.0,3.0,XS,01,02
cst_id024841,2003-09-16 00:00:00,1976.0,2.0,2.0,4.0,8.0,,PC,B5,
cst_id066949,2014-01-10 00:00:00,1990.0,2.0,1.0,9.0,,,TC,O5,
cst_id067628,2014-03-19 00:00:00,1982.0,1.0,1.0,7.0,,,MI,J3,
cst_id077515,2017-09-11 00:00:00,1998.0,1.0,1.0,6.0,1.0,1.0,TC,O2,02
cst_id011876,2003-06-03 00:00:00,1963.0,2.0,2.0,4.0,8.0,5.0,XS,01,03
cst_id003932,1989-05-03 00:00:00,1955.0,2.0,1.0,9.0,2.0,4.0,MI,K1,04
cst_id002072,2001-01-26 00:00:00,1979.0,1.0,1.0,3.0,1.0,,MI,L2,04
cst_id008318,1991-01-01 00:00:00,1961.0,2.0,2.0,7.0,2.0,2.0,MI,H2,01
cst_id072362,2015-08-26 00:00:00,1958.0,2.0,2.0,5.0,,,MI,L3,
cst_id032079,2006-01-18 00:00:00,1983.0,1.0,1.0,7.0,3.0,,XS,01,04
cst_id076091,2017-02-16 00:00:00,1978.0,1.0,1.0,9.0,2.0,3.0,TC,O5,01
cst_id063379,2013-02-04 00:00:00,1973.0,2.0,2.0,,,7.0,PC,D4,
cst_id028871,2004-12-21 00:00:00,1987.0,2.0,2.0,4.0,8.0,,PC,C5,04
cst_id028226,2004-09-29 00:00:00,1977.0,2.0,1.0,9.0,1.0,,TC,O5,
cst_id066551,2013-11-27 00:00:00,1972.0,2.0,2.0,5.0,8.0,,MI,K2,03
cst_id027384,2004-06-21 00:00:00,1955.0,2.0,1.0,1.0,6.0,5.0,MI,H3,04
cst_id043644,2008-11-17 00:00:00,1972.0,2.0,1.0,1.0,6.0,4.0,MI,L2,04
cst_id002793,2001-02-20 00:00:00,1957.0,1.0,,13.0,2.0,,MI,H4,  
cst_id009620,1997-07-02 00:00:00,1964.0,1.0,2.0,7.0,4.0,3.0,MI,J3,01
cst_id025840,2004-01-05 00:00:00,1972.0,2.0,1.0,3.0,7.0,,MI,K1,05
cst_id077960,2017-11-27 00:00:00,1977.0,1.0,2.0,9.0,2.0,,TC,O5,02
cst_id073096,2015-12-07 00:00:00,1959.0,2.0,3.0,1.0,6.0,,TC,O5,04
cst_id023758,2003-06-03 00:00:00,1980.0,2.0,1.0,4.0,8.0,4.0,XS,01,04
cst_id055048,2011-04-02 00:00:00,1989.0,2.0,1.0,3.0,5.0,5.0,MI,M3,04
cst_id073996,2016-04-12 00:00:00,1994.0,1.0,1.0,6.0,1.0,2.0,TC,O1,04
cst_id054967,2011-03-29 00:00:00,1990.0,2.0,1.0,6.0,3.0,1.0,MI,N4,04
cst_id056108,2011-06-14 00:00:00,1991.0,1.0,1.0,6.0,1.0,1.0,MI,L3,01
cst_id007135,2000-02-22 00:00:00,1954.0,2.0,1.0,5.0,2.0,3.0,MI,L3,01
cst_id068316,2014-05-19 00:00:00,1995.0,1.0,1.0,9.0,3.0,1.0,TC,O1,02
cst_id006581,2001-02-22 00:00:00,1965.0,2.0,1.0,9.0,5.0,6.0,MI,I3,04
cst_id022648,1986-11-04 00:00:00,1965.0,1.0,1.0,3.0,1.0,,HN,A5,04
cst_id064658,2013-05-27 00:00:00,1966.0,2.0,2.0,3.0,6.0,,MI,L2,
cst_id046679,2009-07-16 00:00:00,1967.0,2.0,2.0,4.0,8.0,6.0,PC,B5,04
cst_id074375,2016-06-06 00:00:00,1988.0,1.0,1.0,7.0,,,MI,N3,
cst_id061385,2012-08-10 00:00:00,1974.0,2.0,4.0,1.0,4.0,3.0,TC,O5,04
cst_id078437,2018-01-26 00:00:00,1984.0,2.0,2.0,9.0,2.0,,TC,O5,02
cst_id051706,2010-07-23 00:00:00,1953.0,2.0,2.0,1.0,6.0,,MI,L2,04
cst_id016302,2001-06-28 00:00:00,1976.0,1.0,2.0,4.0,8.0,,MI,K3,04
cst_id075299,2016-10-18 00:00:00,1985.0,1.0,1.0,9.0,4.0,2.0,TC,O5,02
cst_id078913,2018-04-27 00:00:00,2002.0,2.0,1.0,6.0,1.0,1.0,TC,O3,02
cst_id007340,2001-05-21 00:00:00,1978.0,2.0,2.0,9.0,1.0,1.0,TC,O5,02
cst_id043711,2008-11-21 00:00:00,1944.0,2.0,2.0,7.0,,1.0,MI,N3,01
cst_id052868,2010-10-18 00:00:00,1987.0,2.0,1.0,7.0,4.0,2.0,TC,O5,04
cst_id064589,2013-05-21 00:00:00,1946.0,1.0,2.0,11.0,8.0,6.0,MI,K2,
cst_id045193,2009-03-20 00:00:00,1986.0,2.0,2.0,4.0,5.0,1.0,MI,M1,03
cst_id050879,2010-05-31 00:00:00,1982.0,2.0,1.0,4.0,5.0,2.0,MI,N2,04
cst_id022447,1991-03-08 00:00:00,1967.0,1.0,1.0,9.0,7.0,5.0,MI,K1,04
cst_id032473,2006-03-04 00:00:00,1947.0,2.0,2.0,11.0,6.0,7.0,MI,I4,05
cst_id041657,2008-06-10 00:00:00,1950.0,1.0,3.0,4.0,7.0,5.0,PC,C5,04
cst_id073454,2016-01-25 00:00:00,1994.0,2.0,1.0,7.0,2.0,1.0,TC,O1,02
cst_id052633,2010-10-01 00:00:00,1986.0,1.0,1.0,9.0,6.0,6.0,MI,L2,04
cst_id075431,2016-11-02 00:00:00,1989.0,2.0,2.0,3.0,2.0,2.0,TC,O5,02
cst_id046465,2009-06-29 00:00:00,1975.0,2.0,1.0,3.0,6.0,5.0,MI,M3,04
cst_id073358,2016-01-13 00:00:00,1997.0,2.0,1.0,6.0,2.0,5.0,TC,O2,02
cst_id075370,2016-10-28 00:00:00,2001.0,2.0,1.0,6.0,1.0,1.0,TC,O3,03
cst_id013549,1997-03-13 00:00:00,1969.0,1.0,1.0,4.0,7.0,3.0,SM,01,04
cst_id023627,2003-05-23 00:00:00,1990.0,2.0,1.0,13.0,1.0,1.0,TC,O5,02
cst_id030904,2005-08-18 00:00:00,1963.0,1.0,2.0,3.0,8.0,,MI,H3,05
cst_id078924,2018-04-30 00:00:00,1973.0,1.0,1.0,7.0,3.0,,TC,O5,03
cst_id052105,2010-08-26 00:00:00,1982.0,1.0,1.0,9.0,5.0,2.0,MI,L2,04
cst_id002511,2001-01-04 00:00:00,1955.0,2.0,2.0,13.0,12.0,,MI,L3,
cst_id001879,1990-09-13 00:00:00,1969.0,1.0,1.0,5.0,7.0,6.0,MI,N5,04
cst_id037625,2007-06-25 00:00:00,1986.0,2.0,1.0,9.0,2.0,3.0,MI,N4,02
cst_id053124,2013-12-26 00:00:00,1974.0,2.0,1.0,3.0,8.0,6.0,MI,K1,05
cst_id004296,2003-05-17 00:00:00,1958.0,1.0,1.0,4.0,1.0,5.0,MI,I1,04
cst_id069781,2014-10-15 00:00:00,1965.0,2.0,2.0,4.0,,,TC,O5,
cst_id011860,2000-11-13 00:00:00,1955.0,2.0,1.0,4.0,9.0,7.0,SM,01,03
cst_id014532,1998-07-28 00:00:00,1979.0,2.0,2.0,3.0,5.0,4.0,MI,N4,04
cst_id020155,2002-10-31 00:00:00,1986.0,1.0,1.0,4.0,3.0,,TC,O5,04
cst_id014634,1996-04-01 00:00:00,1968.0,2.0,4.0,1.0,8.0,,PC,C7,06
cst_id041868,2008-06-24 00:00:00,1961.0,2.0,1.0,1.0,4.0,2.0,TC,O5,04
cst_id043619,2008-11-13 00:00:00,1964.0,1.0,2.0,4.0,12.0,7.0,TC,O5,04
cst_id013839,2000-09-08 00:00:00,1969.0,2.0,2.0,3.0,5.0,6.0,MI,M3,03
cst_id008348,1999-03-15 00:00:00,1964.0,1.0,1.0,7.0,6.0,4.0,TC,O5,04
cst_id031876,2005-12-24 00:00:00,1980.0,2.0,2.0,4.0,5.0,7.0,PC,C5,05
cst_id071972,2015-07-06 00:00:00,1992.0,2.0,1.0,9.0,4.0,2.0,TC,O5,04
cst_id078241,2018-01-04 00:00:00,1998.0,2.0,1.0,9.0,2.0,,TC,O1,01
cst_id053642,2010-12-17 00:00:00,1994.0,2.0,2.0,9.0,2.0,1.0,TC,O1,02
cst_id051922,2010-08-11 00:00:00,1970.0,2.0,2.0,9.0,5.0,,TC,O5,04
cst_id011372,2001-01-09 00:00:00,1963.0,2.0,2.0,9.0,,,TC,O5,
cst_id010944,1998-09-23 00:00:00,1957.0,2.0,2.0,1.0,5.0,5.0,MI,L2,04
cst_id018082,2002-03-05 00:00:00,1987.0,2.0,1.0,3.0,4.0,5.0,MI,M3,04
cst_id078172,2017-12-23 00:00:00,1989.0,2.0,2.0,7.0,2.0,,TC,O5,04
cst_id069032,2014-07-27 00:00:00,1991.0,2.0,1.0,7.0,,,TC,O5,
cst_id074589,2016-07-04 00:00:00,1987.0,2.0,1.0,3.0,2.0,2.0,TC,O5,02
cst_id036292,2007-08-08 00:00:00,1978.0,2.0,1.0,7.0,2.0,1.0,MI,L1,03
cst_id001013,2000-08-15 00:00:00,1975.0,2.0,1.0,3.0,4.0,2.0,XS,01,04
cst_id044201,2009-01-05 00:00:00,1983.0,1.0,2.0,9.0,2.0,,RO,01,02
cst_id019320,2002-12-19 00:00:00,1983.0,2.0,1.0,3.0,4.0,,MI,L2,04
cst_id012912,1998-01-13 00:00:00,1975.0,2.0,1.0,5.0,2.0,,TC,O5,
cst_id064758,2013-06-03 00:00:00,1988.0,1.0,1.0,4.0,4.0,1.0,MI,M1,04
cst_id043096,2008-09-27 00:00:00,1971.0,1.0,2.0,4.0,6.0,4.0,PC,C5,01
cst_id065370,2013-07-26 00:00:00,1986.0,2.0,1.0,1.0,7.0,5.0,MI,L2,04
cst_id005379,1997-09-23 00:00:00,1963.0,2.0,2.0,11.0,7.0,,PC,D4,
cst_id042966,2008-09-17 00:00:00,1986.0,1.0,1.0,3.0,4.0,4.0,MI,M3,04
cst_id014856,1991-01-01 00:00:00,1967.0,1.0,2.0,3.0,5.0,5.0,MI,L2,04
cst_id073221,2015-12-25 00:00:00,1975.0,2.0,2.0,9.0,2.0,1.0,MI,N4,03
cst_id077678,2017-10-06 00:00:00,2001.0,1.0,1.0,6.0,1.0,2.0,TC,O3,03
cst_id042899,2008-09-10 00:00:00,1993.0,2.0,1.0,13.0,1.0,,PC,B8,04
cst_id077998,2017-12-01 00:00:00,1977.0,2.0,1.0,9.0,2.0,,TC,O5,03
cst_id042079,2008-07-07 00:00:00,1990.0,1.0,1.0,6.0,4.0,3.0,TC,O5,04
cst_id031303,2005-10-09 00:00:00,1985.0,2.0,1.0,3.0,4.0,,MI,K1,04
cst_id001338,2000-11-01 00:00:00,1968.0,1.0,2.0,4.0,6.0,,XS,01,04
cst_id008204,1998-11-10 00:00:00,1953.0,1.0,2.0,3.0,8.0,5.0,MI,I3,04
cst_id020856,2003-01-13 00:00:00,1980.0,1.0,2.0,3.0,3.0,,MI,N4,01
cst_id036835,2007-04-12 00:00:00,1977.0,2.0,1.0,5.0,1.0,3.0,MI,N1,04
cst_id048449,2009-12-09 00:00:00,1984.0,2.0,2.0,7.0,4.0,2.0,MI,M2,03
cst_id071361,2015-04-27 00:00:00,1992.0,2.0,1.0,3.0,,,TC,O5,
cst_id023445,2003-05-17 00:00:00,1970.0,1.0,1.0,12.0,7.0,4.0,MI,K2,05
cst_id078868,2018-04-05 00:00:00,1999.0,2.0,1.0,3.0,1.0,,TC,O1,02
cst_id033489,2006-06-20 00:00:00,1986.0,2.0,1.0,9.0,8.0,2.0,MI,L2,04
cst_id028243,2004-10-01 00:00:00,1981.0,2.0,1.0,7.0,9.0,,LM,01,04
cst_id040246,2008-02-26 00:00:00,1991.0,2.0,1.0,4.0,1.0,7.0,PC,B5,04
cst_id034064,2006-08-18 00:00:00,1983.0,2.0,2.0,9.0,5.0,,MI,K1,04
cst_id005757,2000-09-11 00:00:00,1970.0,2.0,3.0,12.0,4.0,,MI,N5,
cst_id019908,2002-10-01 00:00:00,1986.0,1.0,1.0,2.0,1.0,4.0,MI,L2,04
cst_id061493,2012-08-20 00:00:00,1983.0,1.0,1.0,4.0,5.0,1.0,TC,O5,04
cst_id024310,2003-07-21 00:00:00,1965.0,1.0,2.0,9.0,3.0,,MI,L2,02
cst_id017523,2001-12-24 00:00:00,1978.0,2.0,1.0,3.0,5.0,5.0,MI,K1,04
cst_id065265,2013-07-16 00:00:00,1981.0,2.0,2.0,3.0,2.0,,TC,O5,03
cst_id076120,2017-02-21 00:00:00,1974.0,2.0,2.0,9.0,1.0,1.0,TC,O5,01
cst_id078907,2018-04-25 00:00:00,1993.0,2.0,1.0,3.0,2.0,,TC,O1,02
cst_id037110,2007-05-06 00:00:00,1981.0,2.0,1.0,3.0,1.0,3.0,MI,M3,03
