u_id,sa_id
cst_id036769,sa_no092146
cst_id005338,sa_no114842
cst_id005338,sa_no055619
cst_id005338,sa_no085995
cst_id044629,sa_no011408
cst_id054649,sa_no102602
cst_id060347,sa_no102191
cst_id060347,sa_no016082
cst_id010645,sa_no078322
cst_id029560,sa_no022321
cst_id029560,sa_no072623
cst_id066152,sa_no119402
cst_id055765,sa_no127525
cst_id055765,sa_no021065
cst_id048294,sa_no117838
cst_id024805,sa_no011322
cst_id024805,sa_no089266
cst_id019550,sa_no000615
cst_id019550,sa_no056952
cst_id047899,sa_no108836
cst_id047899,sa_no138768
cst_id068533,sa_no089944
cst_id068533,sa_no034518
cst_id061822,sa_no104358
cst_id046575,sa_no125520
cst_id015821,sa_no140751
cst_id026670,sa_no072222
cst_id053679,sa_no044057
cst_id053679,sa_no011200
cst_id030503,sa_no134069
cst_id012297,sa_no087222
cst_id012297,sa_no118885
cst_id053991,sa_no104317
cst_id031971,sa_no088181
cst_id049957,sa_no138419
cst_id049957,sa_no007033
cst_id070643,sa_no135281
cst_id070643,sa_no036228
cst_id057106,sa_no115948
cst_id008818,sa_no069655
cst_id017916,sa_no096188
cst_id048305,sa_no070831
cst_id048305,sa_no063682
cst_id048305,sa_no070830
cst_id048305,sa_no084162
cst_id068376,sa_no144896
cst_id076466,sa_no031026
cst_id031280,sa_no081021
cst_id014007,sa_no059225
cst_id049269,sa_no027930
cst_id049269,sa_no074382
cst_id043034,sa_no076062
cst_id004371,sa_no121861
cst_id072050,sa_no069147
cst_id057336,sa_no060435
cst_id043055,sa_no082008
cst_id043055,sa_no009167
cst_id068266,sa_no059250
cst_id068266,sa_no017619
cst_id012370,sa_no095857
cst_id012370,sa_no013195
cst_id068641,sa_no034829
cst_id068641,sa_no030005
cst_id068150,sa_no132668
cst_id046757,sa_no001737
cst_id046757,sa_no025327
cst_id046757,sa_no060975
cst_id000480,sa_no000419
cst_id044539,sa_no032497
cst_id044539,sa_no110401
cst_id044539,sa_no032517
cst_id077280,sa_no037496
cst_id068465,sa_no038889
cst_id068465,sa_no144622
cst_id028390,sa_no118783
cst_id036381,sa_no092355
cst_id036381,sa_no076441
cst_id071256,sa_no112499
cst_id013903,sa_no062140
cst_id013903,sa_no057424
cst_id031106,sa_no096827
cst_id031106,sa_no084020
cst_id029321,sa_no048352
cst_id015425,sa_no026316
cst_id015425,sa_no131399
cst_id048486,sa_no071168
cst_id048486,sa_no148616
cst_id028167,sa_no052919
cst_id028167,sa_no052972
cst_id040872,sa_no119400
cst_id040872,sa_no008818
cst_id040872,sa_no058141
cst_id058907,sa_no089965
cst_id058907,sa_no148991
cst_id037375,sa_no005134
cst_id037375,sa_no103394
cst_id073192,sa_no007594
cst_id030359,sa_no015495
cst_id030359,sa_no025789
cst_id030359,sa_no107713
cst_id030359,sa_no029622
cst_id030359,sa_no052808
cst_id008083,sa_no066329
cst_id008083,sa_no066384
cst_id001730,sa_no032366
cst_id032477,sa_no130226
cst_id070081,sa_no097817
cst_id070081,sa_no086216
cst_id005206,sa_no056150
cst_id050459,sa_no108593
cst_id002413,sa_no076466
cst_id002413,sa_no083502
cst_id040680,sa_no106757
cst_id040680,sa_no111092
cst_id040680,sa_no037802
cst_id014808,sa_no120641
cst_id014808,sa_no110525
cst_id051104,sa_no072776
cst_id051104,sa_no091670
cst_id063168,sa_no083900
cst_id014784,sa_no060849
cst_id014784,sa_no060888
cst_id027349,sa_no031647
cst_id027349,sa_no086687
cst_id026462,sa_no062074
cst_id053851,sa_no132741
cst_id049819,sa_no064976
cst_id017502,sa_no146761
cst_id017502,sa_no046404
cst_id037997,sa_no033189
cst_id037997,sa_no094531
cst_id063744,sa_no144252
cst_id013171,sa_no148741
cst_id041224,sa_no080158
cst_id041224,sa_no080181
cst_id060133,sa_no145200
cst_id060133,sa_no028777
cst_id070021,sa_no144304
cst_id070021,sa_no036984
cst_id049972,sa_no134854
cst_id012555,sa_no015803
cst_id001374,sa_no110742
cst_id001374,sa_no020775
cst_id061011,sa_no134533
cst_id005687,sa_no073183
cst_id005687,sa_no073168
cst_id005687,sa_no073190
cst_id005687,sa_no073191
cst_id005687,sa_no073192
cst_id005687,sa_no073166
cst_id045776,sa_no134286
cst_id042170,sa_no103829
cst_id053693,sa_no142331
cst_id001944,sa_no028187
cst_id026759,sa_no059504
cst_id035356,sa_no100262
cst_id035356,sa_no019834
cst_id031563,sa_no140247
cst_id031563,sa_no019604
cst_id027899,sa_no053441
cst_id027899,sa_no035921
cst_id051168,sa_no139160
cst_id004901,sa_no133254
cst_id004901,sa_no032557
cst_id064959,sa_no066949
cst_id070376,sa_no088975
cst_id070376,sa_no018984
cst_id023609,sa_no062064
cst_id023609,sa_no136243
cst_id065288,sa_no025344
cst_id065288,sa_no035722
cst_id052581,sa_no096689
cst_id001876,sa_no056742
cst_id002545,sa_no011841
cst_id002545,sa_no056842
cst_id002545,sa_no036562
cst_id018960,sa_no112896
cst_id038007,sa_no032877
cst_id036219,sa_no095191
cst_id026918,sa_no054156
cst_id026918,sa_no054217
cst_id026918,sa_no113462
cst_id061944,sa_no012405
cst_id039664,sa_no124491
cst_id054983,sa_no062695
cst_id040220,sa_no140377
cst_id056644,sa_no112683
cst_id067563,sa_no071071
cst_id067563,sa_no035077
cst_id028402,sa_no054332
cst_id028402,sa_no148285
cst_id038379,sa_no087277
cst_id004773,sa_no054777
cst_id027767,sa_no046278
cst_id047172,sa_no001240
cst_id018000,sa_no089692
cst_id018000,sa_no013201
cst_id018000,sa_no105269
cst_id018000,sa_no105270
cst_id018000,sa_no105271
cst_id040212,sa_no092322
cst_id040212,sa_no078759
cst_id075185,sa_no021255
cst_id042544,sa_no096907
cst_id042544,sa_no137257
cst_id019439,sa_no148986
cst_id016153,sa_no128501
cst_id016153,sa_no122273
cst_id016153,sa_no122516
cst_id016153,sa_no122150
cst_id016153,sa_no122088
cst_id016153,sa_no122149
cst_id016153,sa_no122056
cst_id002691,sa_no119443
cst_id063896,sa_no147035
cst_id055768,sa_no112607
cst_id057413,sa_no071042
cst_id057413,sa_no106082
cst_id070319,sa_no076020
cst_id048124,sa_no117062
cst_id048124,sa_no117052
cst_id014084,sa_no121458
cst_id014084,sa_no146895
cst_id044200,sa_no019051
cst_id008212,sa_no118879
cst_id008212,sa_no032913
cst_id011285,sa_no081700
cst_id011285,sa_no081730
cst_id011285,sa_no081763
cst_id011285,sa_no008814
cst_id012517,sa_no088193
cst_id012517,sa_no100634
cst_id033734,sa_no142114
cst_id033734,sa_no130234
cst_id043999,sa_no126096
cst_id036038,sa_no096551
cst_id036038,sa_no149290
cst_id036038,sa_no139303
cst_id053335,sa_no072958
cst_id011808,sa_no106541
cst_id011808,sa_no084571
cst_id011808,sa_no034812
cst_id011808,sa_no025264
cst_id025873,sa_no089031
cst_id025873,sa_no101797
cst_id025873,sa_no100310
cst_id060637,sa_no118414
cst_id023299,sa_no012464
cst_id023299,sa_no011663
cst_id057337,sa_no053775
cst_id057337,sa_no111793
cst_id010792,sa_no067694
cst_id012422,sa_no073599
cst_id047985,sa_no119757
cst_id063328,sa_no110802
cst_id044959,sa_no140134
cst_id044959,sa_no047380
cst_id057751,sa_no016189
cst_id057751,sa_no012789
cst_id012362,sa_no062304
cst_id012362,sa_no062282
cst_id017002,sa_no049803
cst_id017002,sa_no086504
cst_id017002,sa_no023271
cst_id017002,sa_no064704
cst_id017002,sa_no064707
cst_id017002,sa_no063301
cst_id017002,sa_no114230
cst_id017002,sa_no086793
cst_id017002,sa_no064698
cst_id017002,sa_no064696
cst_id031852,sa_no125359
cst_id052491,sa_no104725
cst_id037069,sa_no084333
cst_id037069,sa_no149112
cst_id016919,sa_no132210
cst_id016919,sa_no130292
cst_id016919,sa_no132171
cst_id016919,sa_no107216
cst_id016919,sa_no130273
cst_id016919,sa_no132989
cst_id051016,sa_no025172
cst_id051016,sa_no101889
cst_id033113,sa_no023774
cst_id023927,sa_no083483
cst_id059972,sa_no112582
cst_id059972,sa_no023706
cst_id023350,sa_no134619
cst_id023350,sa_no003223
cst_id071505,sa_no038216
cst_id071505,sa_no013909
cst_id034063,sa_no140706
cst_id050822,sa_no092363
cst_id050822,sa_no009819
cst_id058677,sa_no103450
cst_id048722,sa_no135279
cst_id047516,sa_no089416
cst_id047516,sa_no026099
cst_id032317,sa_no129712
cst_id035635,sa_no086636
cst_id073281,sa_no008280
cst_id007545,sa_no005807
cst_id007545,sa_no063766
cst_id032545,sa_no128516
cst_id071709,sa_no127937
cst_id019365,sa_no099212
cst_id019365,sa_no124506
cst_id019365,sa_no018667
cst_id005328,sa_no056497
cst_id041366,sa_no079517
cst_id063854,sa_no027492
cst_id068726,sa_no103855
cst_id073670,sa_no010919
cst_id036729,sa_no107829
cst_id036729,sa_no107814
cst_id024000,sa_no122399
cst_id057281,sa_no131275
cst_id036201,sa_no070213
cst_id070102,sa_no085931
cst_id063437,sa_no021816
cst_id044997,sa_no089469
cst_id013720,sa_no120060
cst_id061877,sa_no134875
cst_id007294,sa_no003926
cst_id007294,sa_no062813
cst_id015348,sa_no141581
cst_id015348,sa_no130651
cst_id015348,sa_no061909
cst_id034467,sa_no137526
cst_id043900,sa_no131348
cst_id043900,sa_no114251
cst_id043900,sa_no030433
cst_id049120,sa_no059080
cst_id049120,sa_no081470
cst_id035816,sa_no055378
cst_id070599,sa_no011548
cst_id054726,sa_no127520
cst_id054726,sa_no035506
cst_id078612,sa_no047128
cst_id014745,sa_no136931
cst_id014745,sa_no131734
cst_id014745,sa_no127951
cst_id014745,sa_no124997
cst_id042721,sa_no100140
cst_id004303,sa_no117398
cst_id004303,sa_no053411
cst_id004303,sa_no001857
cst_id004303,sa_no111890
cst_id056111,sa_no103146
cst_id024541,sa_no119060
cst_id074188,sa_no046316
cst_id068999,sa_no113004
cst_id035145,sa_no082539
cst_id059939,sa_no094115
cst_id059939,sa_no037699
cst_id041093,sa_no128115
cst_id041093,sa_no061751
cst_id064911,sa_no027113
cst_id020435,sa_no073868
cst_id022683,sa_no016864
cst_id022683,sa_no095084
cst_id022683,sa_no032911
cst_id022683,sa_no016911
cst_id022683,sa_no100355
cst_id078002,sa_no042884
cst_id053100,sa_no100467
cst_id019348,sa_no012941
cst_id059884,sa_no014756
cst_id059884,sa_no107834
cst_id016292,sa_no125025
cst_id001936,
cst_id029437,sa_no035337
cst_id029437,sa_no102598
cst_id010076,sa_no075713
cst_id010076,sa_no066198
cst_id010076,sa_no140834
cst_id010076,sa_no106092
cst_id044681,sa_no073910
cst_id044681,sa_no105232
cst_id056702,sa_no136620
cst_id015664,sa_no143563
cst_id015664,sa_no035987
cst_id015664,sa_no098639
cst_id015664,sa_no022251
cst_id040772,sa_no010683
cst_id040772,sa_no069617
cst_id068645,sa_no056529
cst_id047061,sa_no099216
cst_id040045,sa_no134269
cst_id040045,sa_no119159
cst_id021149,sa_no020992
cst_id028434,sa_no097519
cst_id054450,sa_no083826
cst_id054450,sa_no008321
cst_id054717,sa_no101225
cst_id059795,sa_no032409
cst_id046041,sa_no012553
cst_id046041,sa_no086640
cst_id076520,sa_no031396
cst_id024287,sa_no108396
cst_id024287,sa_no088089
cst_id024287,sa_no113478
cst_id024287,sa_no039246
cst_id040181,sa_no050710
cst_id040181,sa_no050631
cst_id055327,sa_no093251
cst_id055327,sa_no043833
cst_id001513,sa_no110478
cst_id057385,sa_no053182
cst_id069525,sa_no142746
cst_id034392,sa_no075842
cst_id034392,sa_no076163
cst_id022843,sa_no070480
cst_id022843,sa_no143646
cst_id022843,sa_no102269
cst_id022843,sa_no095620
cst_id020170,sa_no071620
cst_id020170,sa_no125229
cst_id020170,sa_no054248
cst_id060825,sa_no144518
cst_id004362,sa_no001568
cst_id013459,sa_no025931
cst_id074651,sa_no026671
cst_id074651,sa_no017515
cst_id064646,sa_no100268
cst_id064646,sa_no003880
cst_id009208,sa_no120931
cst_id009208,sa_no071078
cst_id052463,sa_no092445
cst_id052463,sa_no006256
cst_id053922,sa_no065699
cst_id053922,sa_no063673
cst_id027056,sa_no061233
cst_id027056,sa_no127834
cst_id040603,sa_no140843
cst_id041110,sa_no111926
cst_id032135,sa_no124908
cst_id028711,sa_no144610
cst_id028711,sa_no054812
cst_id036987,sa_no062318
cst_id016316,sa_no133296
cst_id011449,sa_no082611
cst_id071624,sa_no103890
cst_id024677,sa_no000028
cst_id005946,sa_no062139
cst_id005946,sa_no123264
cst_id042317,sa_no058284
cst_id005035,sa_no027147
cst_id005035,sa_no055678
cst_id005035,sa_no055583
cst_id005035,sa_no019586
cst_id005035,sa_no050510
cst_id025324,sa_no061295
cst_id025324,sa_no095565
cst_id025324,sa_no141729
cst_id007684,sa_no105680
cst_id064218,sa_no108015
cst_id000201,sa_no000650
cst_id032974,sa_no060530
cst_id011221,sa_no147470
cst_id011221,sa_no146571
cst_id011221,sa_no081467
cst_id011221,sa_no065823
cst_id011221,sa_no077453
cst_id011221,sa_no081438
cst_id050062,sa_no113754
cst_id056526,sa_no103402
cst_id035997,sa_no027811
cst_id035997,sa_no001625
cst_id035997,sa_no099030
cst_id035997,sa_no006931
cst_id035997,sa_no047755
cst_id035997,sa_no006064
cst_id035997,sa_no143439
cst_id035997,sa_no099031
cst_id035997,sa_no027812
cst_id048628,sa_no022278
cst_id024038,sa_no120320
cst_id012257,sa_no087138
cst_id012257,sa_no115304
cst_id076318,sa_no030041
cst_id044220,sa_no137981
cst_id055196,sa_no081091
cst_id037453,sa_no070275
cst_id049438,sa_no006881
cst_id049438,sa_no121885
cst_id073046,sa_no006864
cst_id024011,sa_no148591
cst_id062890,sa_no028252
cst_id008816,sa_no117898
cst_id073380,sa_no008915
cst_id014790,sa_no125221
cst_id013560,sa_no119421
cst_id062325,sa_no013599
cst_id062325,sa_no092767
cst_id062325,sa_no046656
cst_id067992,sa_no148928
cst_id023800,sa_no087347
cst_id023800,sa_no020957
cst_id023800,sa_no016286
cst_id023800,sa_no145321
cst_id032525,sa_no008153
cst_id032525,sa_no134113
cst_id032525,sa_no122019
cst_id032525,sa_no121974
cst_id055877,sa_no049830
cst_id055877,sa_no118505
cst_id055877,sa_no006210
cst_id063976,sa_no029411
cst_id023776,sa_no087343
cst_id023776,sa_no118665
cst_id007919,sa_no065785
cst_id009291,sa_no071473
cst_id003756,sa_no061859
cst_id012023,sa_no003170
cst_id012023,sa_no005588
cst_id012023,sa_no003053
cst_id012023,sa_no005589
cst_id012023,sa_no003386
cst_id012023,sa_no003052
cst_id036605,sa_no139062
cst_id036605,sa_no122314
cst_id036605,sa_no113493
cst_id029080,sa_no115168
cst_id009906,sa_no075045
cst_id054474,sa_no120686
cst_id072319,sa_no038899
cst_id072319,sa_no001905
cst_id072319,sa_no022292
cst_id045619,
cst_id022160,sa_no113516
cst_id022160,sa_no106812
cst_id022160,sa_no113472
cst_id062868,sa_no020951
cst_id062868,sa_no144378
cst_id028317,sa_no126232
cst_id053676,sa_no000094
cst_id053676,sa_no063354
cst_id053676,sa_no017201
cst_id053676,sa_no003656
cst_id069189,sa_no132166
cst_id046278,sa_no004809
cst_id000259,sa_no109720
cst_id000259,sa_no109841
cst_id000259,sa_no054643
cst_id036190,sa_no108365
cst_id042558,sa_no070788
cst_id052514,sa_no067423
cst_id052514,sa_no098222
cst_id034999,sa_no057152
cst_id034999,sa_no057199
cst_id034999,sa_no126720
cst_id034999,sa_no057228
cst_id052794,sa_no146857
cst_id013645,sa_no003507
cst_id013645,sa_no133257
cst_id060856,sa_no132032
cst_id019243,sa_no130693
cst_id025019,sa_no137924
cst_id015319,sa_no022005
cst_id015319,sa_no061397
cst_id015319,sa_no033751
cst_id012560,sa_no008920
cst_id012560,sa_no097089
cst_id037008,sa_no037791
cst_id037008,sa_no008078
cst_id004442,sa_no140303
cst_id004442,sa_no053891
cst_id072297,sa_no002454
cst_id047775,sa_no118081
cst_id021520,sa_no080607
cst_id021520,sa_no062937
cst_id051397,sa_no101073
cst_id051397,sa_no046100
cst_id067463,sa_no072759
cst_id067463,sa_no011107
cst_id069814,sa_no110584
cst_id034320,sa_no093398
cst_id049097,sa_no002823
cst_id014774,sa_no107705
cst_id014774,sa_no125014
cst_id072778,sa_no005074
cst_id054272,sa_no004744
cst_id068139,sa_no031746
cst_id068139,sa_no127783
cst_id036067,sa_no002132
cst_id036067,sa_no073337
cst_id036067,sa_no073321
cst_id057137,sa_no146120
cst_id025394,sa_no048325
cst_id025394,sa_no030182
cst_id065059,sa_no126155
cst_id069176,sa_no116093
cst_id009783,sa_no041043
cst_id009783,sa_no025297
cst_id053162,sa_no016993
cst_id053162,sa_no058009
cst_id072111,sa_no026003
cst_id052816,sa_no124015
cst_id052816,sa_no026798
cst_id062441,sa_no123667
cst_id071760,sa_no142797
cst_id071760,sa_no017890
cst_id062587,sa_no135183
cst_id041709,sa_no132858
cst_id041709,sa_no031711
cst_id038926,sa_no034008
cst_id061673,sa_no120737
cst_id053397,sa_no115898
cst_id075007,sa_no021148
cst_id067537,sa_no135238
cst_id005382,sa_no056651
cst_id005382,sa_no056675
cst_id005382,sa_no056615
cst_id051453,sa_no034138
cst_id051453,sa_no010778
cst_id013702,sa_no060742
cst_id013702,sa_no120040
cst_id049464,sa_no143942
cst_id049464,sa_no098063
cst_id064159,sa_no097491
cst_id064159,sa_no015469
cst_id004460,sa_no129798
cst_id004460,sa_no022961
cst_id004460,sa_no076030
cst_id072109,sa_no000218
cst_id035660,sa_no060581
cst_id033974,sa_no029152
cst_id063588,sa_no032460
cst_id049906,sa_no011844
cst_id049906,sa_no095457
cst_id049906,sa_no137560
cst_id049906,sa_no138150
cst_id000194,sa_no000278
cst_id017314,sa_no081383
cst_id017314,sa_no098101
cst_id058505,sa_no147519
cst_id026196,sa_no122439
cst_id026196,sa_no122211
cst_id028445,sa_no092003
cst_id067481,sa_no089156
cst_id074845,sa_no018708
cst_id069227,sa_no015267
cst_id069227,sa_no146897
cst_id002084,sa_no060715
cst_id002084,sa_no110757
cst_id023828,sa_no072868
cst_id054563,sa_no141798
cst_id063979,sa_no002523
cst_id063979,sa_no032531
cst_id063979,sa_no040778
cst_id045035,sa_no077231
cst_id045035,sa_no025966
cst_id055339,sa_no106538
cst_id054490,sa_no101445
cst_id054490,sa_no006704
cst_id023522,sa_no100387
cst_id023522,sa_no075819
cst_id008311,sa_no147810
cst_id008311,sa_no067427
cst_id008311,sa_no147845
cst_id008311,sa_no147840
cst_id008311,sa_no147844
cst_id067210,sa_no073846
cst_id067210,sa_no041188
cst_id032337,sa_no076252
cst_id026227,sa_no056885
cst_id027453,sa_no092649
cst_id057306,sa_no066247
cst_id049004,sa_no022088
cst_id015720,sa_no059198
cst_id070429,sa_no120762
cst_id070429,sa_no012517
cst_id057400,sa_no017311
cst_id056975,sa_no023645
cst_id056975,sa_no118427
cst_id056975,sa_no095528
cst_id054842,sa_no035174
cst_id065263,sa_no125115
cst_id014593,sa_no008102
cst_id014593,sa_no114231
cst_id048785,sa_no111908
cst_id068794,sa_no099451
cst_id068794,sa_no029137
cst_id036584,sa_no045532
cst_id002758,sa_no129358
cst_id002758,sa_no144961
cst_id002758,sa_no093168
cst_id002758,sa_no129512
cst_id035167,sa_no109988
cst_id067576,sa_no000917
cst_id067576,sa_no096408
cst_id035141,sa_no148726
cst_id035141,sa_no103013
cst_id014527,sa_no123590
cst_id069848,sa_no108191
cst_id008416,sa_no088987
cst_id004973,sa_no055310
cst_id004973,sa_no049716
cst_id030042,sa_no076709
cst_id006651,sa_no128204
cst_id069399,sa_no025791
cst_id069399,sa_no045670
cst_id055590,sa_no101165
cst_id023263,sa_no038815
cst_id023263,sa_no135042
cst_id009010,sa_no087572
cst_id009010,sa_no070157
cst_id009010,sa_no094958
cst_id017313,sa_no118418
cst_id050793,sa_no102160
cst_id050793,sa_no026030
cst_id050793,sa_no033813
cst_id031642,sa_no050229
cst_id031642,sa_no016195
cst_id049998,sa_no135903
cst_id049998,sa_no139295
cst_id049998,sa_no020921
cst_id049998,sa_no077503
cst_id049998,sa_no053488
cst_id049998,sa_no044671
cst_id063680,sa_no063377
cst_id063680,sa_no001189
cst_id075689,sa_no025175
cst_id075689,sa_no037435
cst_id046636,sa_no147693
cst_id046636,sa_no096779
cst_id046636,sa_no096673
cst_id046636,sa_no096778
cst_id036247,sa_no041537
cst_id064963,sa_no145407
cst_id007394,sa_no063298
cst_id007394,sa_no063300
cst_id048803,sa_no087048
cst_id048803,sa_no062839
cst_id048803,sa_no074727
cst_id047257,sa_no068417
cst_id071600,sa_no077592
cst_id056346,sa_no017456
cst_id056346,sa_no026782
cst_id056346,sa_no004486
cst_id056346,sa_no086752
cst_id059037,sa_no097753
cst_id059037,sa_no064231
cst_id030895,sa_no009209
cst_id030895,sa_no002467
cst_id030895,sa_no080740
cst_id030895,sa_no074343
cst_id057805,sa_no031184
cst_id053217,sa_no004918
cst_id003283,sa_no050289
cst_id003283,sa_no123943
cst_id033523,sa_no033053
cst_id033523,sa_no099969
cst_id009129,sa_no066048
cst_id023269,sa_no089828
cst_id075503,sa_no023468
cst_id036589,sa_no005629
cst_id036589,sa_no110608
cst_id036589,sa_no125530
cst_id076435,sa_no030721
cst_id012262,sa_no083838
cst_id049390,sa_no004356
cst_id029823,sa_no039593
cst_id047373,sa_no100977
cst_id033849,sa_no075205
cst_id042511,sa_no131915
cst_id058906,sa_no108366
cst_id004687,sa_no057498
cst_id036135,sa_no070212
cst_id036135,sa_no103446
cst_id068714,sa_no125929
cst_id023323,sa_no000860
cst_id023323,sa_no109228
cst_id029372,sa_no136261
cst_id075613,sa_no024212
cst_id014422,sa_no122641
cst_id014422,sa_no039110
cst_id019793,sa_no093340
cst_id056802,sa_no100658
cst_id054593,sa_no067711
cst_id077546,sa_no039663
cst_id064298,sa_no001885
cst_id053903,sa_no079596
cst_id052291,sa_no104124
cst_id052291,sa_no116536
cst_id031662,sa_no077758
cst_id059580,sa_no030842
cst_id074972,sa_no028730
cst_id074972,sa_no019682
cst_id057287,sa_no093276
cst_id057287,sa_no093267
cst_id075203,sa_no021380
cst_id041234,sa_no086493
cst_id041234,sa_no039691
cst_id041234,sa_no126772
cst_id041234,sa_no031789
cst_id028577,sa_no059481
cst_id028577,sa_no068928
cst_id069562,sa_no141720
cst_id027949,sa_no054330
cst_id034097,sa_no057023
cst_id007679,sa_no097110
cst_id036979,sa_no007101
cst_id004298,sa_no053388
cst_id004298,sa_no053422
cst_id004298,sa_no107090
cst_id062105,sa_no089481
cst_id049170,sa_no018862
cst_id005907,sa_no079366
cst_id005907,sa_no079399
cst_id005907,sa_no079416
cst_id005907,sa_no079389
cst_id005907,sa_no079390
cst_id030912,sa_no108055
cst_id030912,sa_no011233
cst_id064510,sa_no017687
cst_id063430,sa_no015382
cst_id063430,sa_no147004
cst_id070190,sa_no117738
cst_id070190,sa_no115081
cst_id064547,sa_no099385
cst_id032070,sa_no030066
cst_id032070,sa_no072831
cst_id000340,sa_no000345
cst_id000340,sa_no061846
cst_id000340,sa_no051377
cst_id007899,sa_no065772
cst_id007899,sa_no065769
cst_id007899,sa_no065807
cst_id031541,sa_no121142
cst_id070070,sa_no070725
cst_id038254,sa_no063531
cst_id019403,sa_no104391
cst_id019403,sa_no106971
cst_id019403,sa_no032292
cst_id019403,sa_no032475
cst_id019403,sa_no031799
cst_id060477,sa_no108340
cst_id060477,sa_no108380
cst_id057220,sa_no026498
cst_id009260,sa_no071396
cst_id028627,sa_no098979
cst_id004134,sa_no136400
cst_id011111,sa_no006788
cst_id020195,sa_no079458
cst_id020195,sa_no079451
cst_id074141,sa_no035520
cst_id074141,sa_no014027
cst_id014426,sa_no122643
cst_id046036,sa_no101108
cst_id001144,sa_no115181
cst_id061756,sa_no020732
cst_id021013,sa_no070173
cst_id037961,sa_no074508
cst_id022722,sa_no010071
cst_id048140,sa_no118613
cst_id048140,sa_no040687
cst_id062136,sa_no013224
cst_id065971,sa_no021387
cst_id030196,sa_no127428
cst_id030196,sa_no059147
cst_id030196,sa_no144020
cst_id049017,sa_no138630
cst_id004452,sa_no053851
cst_id017260,sa_no060045
cst_id055115,sa_no094006
cst_id030638,sa_no050068
cst_id030638,sa_no128065
cst_id030638,sa_no032429
cst_id065937,sa_no099077
cst_id056578,sa_no083588
cst_id056578,sa_no103117
cst_id014779,sa_no125020
cst_id014779,sa_no106625
cst_id049348,sa_no108260
cst_id006267,sa_no110837
cst_id006267,sa_no059689
cst_id006267,sa_no058289
cst_id022591,sa_no044359
cst_id008923,sa_no112050
cst_id020638,sa_no016404
cst_id020638,sa_no142184
cst_id067676,sa_no031141
cst_id053977,sa_no036870
cst_id063342,sa_no007042
cst_id063342,sa_no099360
cst_id063342,sa_no013844
cst_id044905,sa_no005581
cst_id044905,sa_no141846
cst_id044905,sa_no136230
cst_id044905,sa_no035228
cst_id044905,sa_no141851
cst_id044905,sa_no078554
cst_id008092,sa_no010285
cst_id022120,sa_no073135
cst_id029678,sa_no029110
cst_id013971,sa_no132569
cst_id013971,sa_no012861
cst_id038381,sa_no075634
cst_id038381,sa_no075614
cst_id018057,sa_no039212
cst_id018057,sa_no142033
cst_id077242,sa_no037266
cst_id076540,sa_no031503
cst_id076540,sa_no032093
cst_id002622,sa_no038000
cst_id021583,sa_no123461
cst_id021583,sa_no001003
cst_id021583,sa_no001006
cst_id021583,sa_no121295
cst_id021583,sa_no129256
cst_id021583,sa_no133829
cst_id061336,sa_no059221
cst_id061336,sa_no049360
cst_id061336,sa_no125732
cst_id061336,sa_no135205
cst_id073739,sa_no011407
cst_id070505,sa_no075061
cst_id041193,sa_no012526
cst_id041193,sa_no006811
cst_id041193,sa_no088500
cst_id069451,sa_no075005
cst_id051491,sa_no142775
cst_id051491,sa_no015475
cst_id051491,sa_no022638
cst_id037057,sa_no046456
cst_id037057,sa_no103389
cst_id060196,sa_no115025
cst_id060196,sa_no021684
cst_id060196,sa_no115065
cst_id060196,sa_no033678
cst_id060196,sa_no021605
cst_id000350,sa_no000354
cst_id025851,sa_no044501
cst_id025851,sa_no010138
cst_id025851,sa_no103082
cst_id025851,sa_no103149
cst_id025851,sa_no103099
cst_id045470,sa_no098502
cst_id045470,sa_no098474
cst_id075422,sa_no022812
cst_id023764,sa_no076487
cst_id023764,sa_no076664
cst_id057197,sa_no038135
cst_id012209,sa_no029821
cst_id020709,sa_no124259
cst_id060746,sa_no090513
cst_id055908,sa_no132310
cst_id003995,sa_no052504
cst_id062910,sa_no117903
cst_id073769,sa_no011591
cst_id068938,sa_no104798
cst_id040473,sa_no134339
cst_id040473,sa_no003027
cst_id027569,sa_no141790
cst_id037465,sa_no072265
cst_id037465,sa_no030675
cst_id020140,sa_no066931
cst_id020140,sa_no090274
cst_id020140,sa_no066836
cst_id020140,sa_no090267
cst_id033592,sa_no051231
cst_id054758,sa_no122424
cst_id028901,sa_no032761
cst_id028901,sa_no107415
cst_id075073,sa_no020311
cst_id023910,sa_no137770
cst_id023910,sa_no009354
cst_id015396,sa_no013025
cst_id015396,sa_no130640
cst_id015396,sa_no032891
cst_id049550,sa_no057963
cst_id049550,sa_no117869
cst_id049550,sa_no117841
cst_id049550,sa_no007823
cst_id023105,sa_no070264
cst_id031842,sa_no145208
cst_id031842,sa_no149433
cst_id027705,sa_no094012
cst_id040156,sa_no148237
cst_id040156,sa_no124713
cst_id060167,sa_no020046
cst_id040496,sa_no123769
cst_id040496,sa_no022180
cst_id009757,sa_no073929
cst_id066105,sa_no014795
cst_id066105,sa_no045692
cst_id066105,sa_no045658
cst_id066105,sa_no045666
cst_id066105,sa_no045652
cst_id073335,sa_no009796
cst_id054693,sa_no145143
cst_id054693,sa_no038509
cst_id014119,sa_no104582
cst_id014119,sa_no032218
cst_id001085,sa_no014314
cst_id001085,sa_no014401
cst_id019503,sa_no056545
cst_id019503,sa_no121102
