u_id,cc_cst_no
cst_id072624,
cst_id064215,cc_cst_no040004
cst_id021282,
cst_id075518,
cst_id073984,
cst_id037740,
cst_id059220,cc_cst_no032828
cst_id059220,cc_cst_no063417
cst_id062572,cc_cst_no054115
cst_id048516,cc_cst_no027698
cst_id074653,cc_cst_no056497
cst_id007658,cc_cst_no050966
cst_id007658,cc_cst_no069750
cst_id046827,
cst_id004380,cc_cst_no070299
cst_id004380,cc_cst_no052436
cst_id058292,cc_cst_no034418
cst_id030800,cc_cst_no010254
cst_id068997,cc_cst_no076066
cst_id036069,cc_cst_no062746
cst_id036069,cc_cst_no032553
cst_id046935,cc_cst_no044751
cst_id053089,cc_cst_no057228
cst_id040174,cc_cst_no025956
cst_id061736,cc_cst_no047238
cst_id001940,cc_cst_no024911
cst_id001940,cc_cst_no059862
cst_id019730,cc_cst_no014249
cst_id003462,cc_cst_no005567
cst_id069083,
cst_id076603,
cst_id025276,cc_cst_no031424
cst_id055846,cc_cst_no037973
cst_id001742,cc_cst_no045289
cst_id001742,cc_cst_no068235
cst_id048908,cc_cst_no024188
cst_id028307,cc_cst_no052055
cst_id001545,cc_cst_no004836
cst_id006501,cc_cst_no009143
cst_id073223,
cst_id033460,cc_cst_no054697
cst_id040879,cc_cst_no047196
cst_id044738,cc_cst_no029540
cst_id044738,cc_cst_no061799
cst_id066119,
cst_id005612,
cst_id005352,cc_cst_no060809
cst_id005352,cc_cst_no026000
cst_id075736,
cst_id067741,cc_cst_no050865
cst_id004956,cc_cst_no015441
cst_id042206,cc_cst_no039826
cst_id018325,cc_cst_no007931
cst_id012450,cc_cst_no037110
cst_id012450,cc_cst_no065398
cst_id063608,
cst_id057951,
cst_id069497,cc_cst_no046517
cst_id064289,cc_cst_no048067
cst_id010761,
cst_id026933,cc_cst_no016786
cst_id052027,
cst_id068926,
cst_id002368,cc_cst_no003580
cst_id002999,cc_cst_no071995
cst_id002999,cc_cst_no005492
cst_id055177,
cst_id063157,cc_cst_no046923
cst_id025713,cc_cst_no017458
cst_id040905,cc_cst_no038701
cst_id031762,
cst_id032598,cc_cst_no064657
cst_id032598,cc_cst_no026078
cst_id057643,
cst_id028582,cc_cst_no037966
cst_id059750,
cst_id027639,cc_cst_no063528
cst_id058870,cc_cst_no035220
cst_id056495,
cst_id032573,cc_cst_no070104
cst_id032573,cc_cst_no045353
cst_id041843,cc_cst_no014853
cst_id035566,cc_cst_no024691
cst_id069589,cc_cst_no043387
cst_id074096,
cst_id054684,cc_cst_no023586
cst_id057781,cc_cst_no038764
cst_id029255,cc_cst_no017906
cst_id068351,cc_cst_no046757
cst_id007324,cc_cst_no006252
cst_id007324,cc_cst_no059465
cst_id018709,
cst_id027265,cc_cst_no041327
cst_id023825,cc_cst_no023712
cst_id030243,cc_cst_no018986
cst_id023500,cc_cst_no020081
cst_id056551,
cst_id027353,cc_cst_no011264
cst_id041483,cc_cst_no039107
cst_id027248,
cst_id029447,cc_cst_no035605
cst_id040722,cc_cst_no042361
cst_id016680,cc_cst_no033893
cst_id016680,cc_cst_no063865
cst_id054742,
cst_id043001,cc_cst_no021067
cst_id069585,cc_cst_no055647
cst_id069585,cc_cst_no069297
cst_id040390,
cst_id038196,cc_cst_no030948
cst_id052593,cc_cst_no024045
cst_id056151,cc_cst_no048834
cst_id057537,cc_cst_no040692
cst_id043488,
cst_id035165,
cst_id030432,
cst_id056300,cc_cst_no053165
cst_id077341,
cst_id047093,cc_cst_no049706
cst_id047471,cc_cst_no016594
cst_id043889,cc_cst_no046162
cst_id068747,cc_cst_no042160
cst_id040327,cc_cst_no029102
cst_id040327,cc_cst_no061567
cst_id017203,cc_cst_no037739
cst_id017203,cc_cst_no065738
cst_id028262,cc_cst_no035300
cst_id025199,cc_cst_no022799
cst_id046510,cc_cst_no064039
cst_id055316,cc_cst_no025275
cst_id019231,cc_cst_no002759
cst_id036601,cc_cst_no045675
cst_id040714,cc_cst_no070072
cst_id040714,cc_cst_no051800
cst_id042180,
cst_id043622,
cst_id076905,
cst_id036464,
cst_id027323,
cst_id000467,cc_cst_no051770
cst_id046064,cc_cst_no027696
cst_id067459,cc_cst_no048793
cst_id028252,cc_cst_no020232
cst_id032621,cc_cst_no029774
cst_id047821,cc_cst_no060385
cst_id047821,cc_cst_no026552
cst_id047715,cc_cst_no037112
cst_id068954,
cst_id049036,
cst_id077235,
cst_id026548,cc_cst_no058003
cst_id026548,cc_cst_no014239
cst_id077177,
cst_id030320,cc_cst_no032562
cst_id066199,cc_cst_no038232
cst_id066199,cc_cst_no065916
cst_id036748,cc_cst_no018427
cst_id012783,cc_cst_no062561
cst_id012783,cc_cst_no031200
cst_id061645,
cst_id016033,cc_cst_no001894
cst_id054876,
cst_id013179,cc_cst_no004889
cst_id003811,cc_cst_no022732
cst_id030859,
cst_id045780,cc_cst_no059312
cst_id045780,cc_cst_no023048
cst_id016565,cc_cst_no062433
cst_id016565,cc_cst_no030634
cst_id065039,cc_cst_no046964
cst_id042698,cc_cst_no029130
cst_id004888,cc_cst_no022131
cst_id034931,cc_cst_no032010
cst_id023421,cc_cst_no006587
cst_id029240,
cst_id036469,cc_cst_no048509
cst_id057822,cc_cst_no066460
cst_id057822,cc_cst_no040165
cst_id052516,cc_cst_no075212
cst_id051942,cc_cst_no026452
cst_id060002,cc_cst_no057294
cst_id078464,
cst_id059862,
cst_id026953,cc_cst_no063604
cst_id026953,cc_cst_no033231
cst_id078753,cc_cst_no074418
cst_id078753,cc_cst_no057443
cst_id049610,cc_cst_no046698
cst_id027003,cc_cst_no011999
cst_id052454,
cst_id070248,cc_cst_no047105
cst_id055608,cc_cst_no024019
cst_id004059,
cst_id000733,cc_cst_no022529
cst_id036555,
cst_id019393,cc_cst_no053634
cst_id068483,
cst_id037335,
cst_id002327,
cst_id051272,
cst_id036476,cc_cst_no011215
cst_id007240,cc_cst_no012663
cst_id021575,cc_cst_no065174
cst_id021575,cc_cst_no030164
cst_id075658,
cst_id072249,cc_cst_no047544
cst_id033950,cc_cst_no003895
cst_id041771,cc_cst_no066789
cst_id041771,cc_cst_no036884
cst_id063142,cc_cst_no033588
cst_id063142,cc_cst_no063753
cst_id051117,cc_cst_no052764
cst_id026814,cc_cst_no061100
cst_id026814,cc_cst_no027998
cst_id074333,
cst_id002403,cc_cst_no039693
cst_id059337,cc_cst_no050949
cst_id055796,cc_cst_no024210
cst_id042337,cc_cst_no013501
cst_id045431,cc_cst_no063650
cst_id023844,
cst_id063105,cc_cst_no071546
cst_id047319,cc_cst_no016398
cst_id005929,cc_cst_no064682
cst_id005929,cc_cst_no008799
cst_id015701,cc_cst_no045309
cst_id035715,cc_cst_no050108
cst_id045068,cc_cst_no044702
cst_id040240,cc_cst_no050549
cst_id006427,cc_cst_no000391
cst_id068988,
cst_id069687,
cst_id073774,
cst_id008045,
cst_id015048,cc_cst_no012925
cst_id051075,cc_cst_no060154
cst_id051075,cc_cst_no041816
cst_id075161,
cst_id014589,cc_cst_no047854
cst_id014589,cc_cst_no068801
cst_id027843,cc_cst_no035818
cst_id027843,cc_cst_no064810
cst_id018497,
cst_id004829,cc_cst_no039290
cst_id025467,
cst_id021313,cc_cst_no039698
cst_id051464,cc_cst_no030243
cst_id076752,
cst_id000892,cc_cst_no002546
cst_id053629,cc_cst_no046157
cst_id053629,cc_cst_no068471
cst_id039819,cc_cst_no026912
cst_id073307,
cst_id023802,cc_cst_no011197
cst_id023802,cc_cst_no060269
cst_id012301,cc_cst_no061396
cst_id012301,cc_cst_no028711
cst_id028942,cc_cst_no034237
cst_id021681,cc_cst_no032478
cst_id010681,cc_cst_no044661
cst_id006474,cc_cst_no012537
cst_id017456,cc_cst_no043212
cst_id028575,cc_cst_no054346
cst_id077340,
cst_id061994,cc_cst_no036892
cst_id003385,cc_cst_no001499
cst_id038891,cc_cst_no045275
cst_id002352,cc_cst_no024734
cst_id037007,cc_cst_no031246
cst_id037007,cc_cst_no062579
cst_id009323,cc_cst_no000847
cst_id020691,cc_cst_no050097
cst_id033709,cc_cst_no009946
cst_id064024,
cst_id006372,cc_cst_no010958
cst_id025220,
cst_id000643,cc_cst_no001792
cst_id052030,cc_cst_no062228
cst_id052030,cc_cst_no030435
cst_id071156,cc_cst_no055160
cst_id067843,cc_cst_no066715
cst_id067843,cc_cst_no040847
cst_id061579,cc_cst_no033772
cst_id013086,cc_cst_no001614
cst_id014472,cc_cst_no003551
cst_id028811,cc_cst_no016743
cst_id069342,cc_cst_no052931
cst_id040704,cc_cst_no033865
cst_id044682,cc_cst_no038783
cst_id076444,cc_cst_no053661
cst_id058829,cc_cst_no037764
cst_id070338,cc_cst_no044530
cst_id022378,cc_cst_no069250
cst_id022378,cc_cst_no049838
cst_id055697,cc_cst_no024096
cst_id072553,
cst_id011902,cc_cst_no044197
cst_id028886,cc_cst_no008136
cst_id042295,
cst_id070453,cc_cst_no048347
cst_id012609,
cst_id067088,
cst_id014240,cc_cst_no009087
cst_id051089,cc_cst_no041692
cst_id015897,cc_cst_no019703
cst_id016243,cc_cst_no019521
cst_id075315,
cst_id034088,cc_cst_no036536
cst_id034088,cc_cst_no065102
cst_id035325,cc_cst_no037723
cst_id064048,cc_cst_no042020
cst_id068470,cc_cst_no045803
cst_id068470,cc_cst_no068386
cst_id015332,cc_cst_no000407
cst_id051214,cc_cst_no023153
cst_id033260,cc_cst_no059543
cst_id033260,cc_cst_no015114
cst_id018530,cc_cst_no013624
cst_id057995,cc_cst_no061566
cst_id006650,cc_cst_no052612
cst_id009675,cc_cst_no061444
cst_id009675,cc_cst_no028793
cst_id074245,
cst_id032028,
cst_id014356,cc_cst_no008541
cst_id039737,cc_cst_no012592
cst_id039737,cc_cst_no058744
cst_id063158,cc_cst_no033609
cst_id027886,cc_cst_no012044
cst_id050195,cc_cst_no018703
cst_id009067,cc_cst_no016673
cst_id006772,cc_cst_no003435
cst_id030345,cc_cst_no059310
cst_id030345,cc_cst_no012950
cst_id065992,cc_cst_no041463
cst_id050858,cc_cst_no046776
cst_id056059,
cst_id002120,cc_cst_no024639
cst_id007617,cc_cst_no069920
cst_id007617,cc_cst_no015893
cst_id038255,cc_cst_no045825
cst_id035944,cc_cst_no064158
cst_id072246,
cst_id033951,cc_cst_no047672
cst_id027793,cc_cst_no045410
cst_id038642,cc_cst_no062040
cst_id072450,
cst_id035013,
cst_id033199,cc_cst_no063977
cst_id075083,
cst_id004751,cc_cst_no056375
cst_id022898,cc_cst_no047460
cst_id039793,cc_cst_no032314
cst_id039793,cc_cst_no063181
cst_id033769,cc_cst_no051181
cst_id066313,cc_cst_no047387
cst_id059470,cc_cst_no028457
cst_id059470,cc_cst_no061301
cst_id016995,cc_cst_no059150
cst_id016995,cc_cst_no042798
cst_id064987,cc_cst_no036347
cst_id064987,cc_cst_no065022
cst_id024470,cc_cst_no007303
cst_id009442,cc_cst_no069724
cst_id009442,cc_cst_no050889
cst_id034979,cc_cst_no012496
cst_id036633,cc_cst_no031713
cst_id036633,cc_cst_no062818
cst_id076323,
cst_id070926,
cst_id061342,cc_cst_no044868
cst_id072846,
cst_id003684,cc_cst_no002395
cst_id049179,
cst_id040773,
cst_id032329,
cst_id071853,cc_cst_no054091
cst_id032345,cc_cst_no047755
cst_id052299,cc_cst_no020286
cst_id019442,cc_cst_no031747
cst_id019442,cc_cst_no063633
cst_id006011,cc_cst_no003764
cst_id077824,
cst_id023386,cc_cst_no006449
cst_id010467,cc_cst_no010156
cst_id064682,cc_cst_no046707
cst_id042408,cc_cst_no023835
cst_id042408,cc_cst_no058888
cst_id008355,cc_cst_no037992
cst_id008355,cc_cst_no068200
cst_id066887,cc_cst_no050942
cst_id032271,cc_cst_no027230
cst_id058196,
cst_id027523,cc_cst_no025835
cst_id061039,cc_cst_no038731
cst_id023287,cc_cst_no006159
cst_id018088,cc_cst_no058137
cst_id018088,cc_cst_no013227
cst_id012528,cc_cst_no046357
cst_id012528,cc_cst_no068520
cst_id008322,cc_cst_no008524
cst_id032431,cc_cst_no012986
cst_id043718,cc_cst_no025616
cst_id038172,
cst_id051601,cc_cst_no070821
cst_id051601,cc_cst_no019628
cst_id017619,cc_cst_no037273
cst_id022245,cc_cst_no019084
cst_id070971,
cst_id071664,cc_cst_no053831
cst_id062427,
cst_id020339,
cst_id053773,cc_cst_no060883
cst_id053773,cc_cst_no022222
cst_id029761,cc_cst_no023329
cst_id029761,cc_cst_no072120
cst_id036926,cc_cst_no068347
cst_id036926,cc_cst_no032383
cst_id060064,cc_cst_no067034
cst_id060064,cc_cst_no041783
cst_id071668,cc_cst_no046629
cst_id075519,
cst_id017822,cc_cst_no025533
cst_id017822,cc_cst_no060044
cst_id028247,cc_cst_no024242
cst_id020117,cc_cst_no020002
cst_id061781,cc_cst_no041254
cst_id048921,cc_cst_no059221
cst_id051488,
cst_id044186,cc_cst_no018989
cst_id044186,cc_cst_no060358
cst_id021554,cc_cst_no061307
cst_id021554,cc_cst_no028468
cst_id007570,cc_cst_no012203
cst_id010268,cc_cst_no004365
cst_id033502,cc_cst_no028523
cst_id033502,cc_cst_no061329
cst_id023871,cc_cst_no048208
cst_id044503,
cst_id026140,cc_cst_no028798
cst_id026902,cc_cst_no001042
cst_id059527,
cst_id059086,cc_cst_no028037
cst_id043824,cc_cst_no019383
cst_id056695,cc_cst_no025392
cst_id056695,cc_cst_no059990
cst_id041338,cc_cst_no029307
cst_id041338,cc_cst_no061670
cst_id003669,cc_cst_no041127
cst_id039784,cc_cst_no027110
cst_id068771,cc_cst_no050609
cst_id029012,cc_cst_no040804
cst_id036239,cc_cst_no061083
cst_id036239,cc_cst_no038305
cst_id036009,cc_cst_no010980
cst_id039397,
cst_id044102,cc_cst_no024461
cst_id049488,
cst_id043630,
cst_id056129,cc_cst_no024631
cst_id021138,cc_cst_no030376
cst_id036473,cc_cst_no054209
cst_id024586,cc_cst_no007692
cst_id042312,
cst_id059045,cc_cst_no045863
cst_id056671,cc_cst_no026380
cst_id056671,cc_cst_no060419
cst_id010532,cc_cst_no020581
cst_id073799,cc_cst_no057587
cst_id034717,cc_cst_no018182
cst_id042950,cc_cst_no049758
cst_id027159,cc_cst_no017714
cst_id049133,cc_cst_no030640
cst_id015264,cc_cst_no004876
cst_id067191,
cst_id023022,cc_cst_no005098
cst_id024717,cc_cst_no015301
cst_id065921,cc_cst_no037819
cst_id065921,cc_cst_no065768
cst_id010848,cc_cst_no007917
cst_id073487,
cst_id000241,cc_cst_no031722
cst_id000241,cc_cst_no062821
cst_id066685,cc_cst_no039675
cst_id035335,cc_cst_no028164
cst_id060991,
cst_id040465,
cst_id035104,cc_cst_no022525
cst_id049148,
cst_id019741,cc_cst_no012641
cst_id019741,cc_cst_no058020
cst_id006089,cc_cst_no010530
cst_id045658,cc_cst_no060874
cst_id063397,
cst_id036915,cc_cst_no053724
cst_id032021,cc_cst_no054604
cst_id032021,cc_cst_no071079
cst_id008694,cc_cst_no009390
cst_id008694,cc_cst_no060204
cst_id060648,cc_cst_no029863
cst_id034538,cc_cst_no018188
cst_id057606,cc_cst_no026611
cst_id052212,cc_cst_no033072
cst_id052212,cc_cst_no063524
cst_id054125,
cst_id064382,
cst_id041969,cc_cst_no044507
cst_id011669,cc_cst_no052665
cst_id073544,
cst_id008235,
cst_id069742,
cst_id039201,cc_cst_no038384
cst_id027027,cc_cst_no045700
cst_id068122,cc_cst_no045783
cst_id041140,cc_cst_no016313
cst_id041140,cc_cst_no058407
cst_id037787,cc_cst_no047456
cst_id063888,cc_cst_no039425
cst_id063888,cc_cst_no066281
cst_id013554,cc_cst_no028262
cst_id023913,cc_cst_no059685
cst_id023913,cc_cst_no024659
cst_id057627,cc_cst_no060413
cst_id070765,
cst_id051788,cc_cst_no063480
cst_id051788,cc_cst_no032963
cst_id058207,
cst_id045114,cc_cst_no049997
cst_id045114,cc_cst_no069316
cst_id011944,cc_cst_no027218
cst_id058077,cc_cst_no042600
cst_id058077,cc_cst_no062969
cst_id024480,cc_cst_no058903
cst_id024480,cc_cst_no020243
cst_id016764,
cst_id003304,cc_cst_no051879
cst_id006426,cc_cst_no002704
cst_id015408,
cst_id001053,cc_cst_no002129
cst_id025436,cc_cst_no016108
cst_id066708,
cst_id039083,cc_cst_no031179
cst_id058498,cc_cst_no041262
cst_id023204,cc_cst_no048710
cst_id014581,cc_cst_no001582
cst_id013522,cc_cst_no043994
cst_id009366,cc_cst_no002265
cst_id036769,cc_cst_no011376
cst_id005338,cc_cst_no020779
cst_id044629,cc_cst_no022847
cst_id054649,cc_cst_no023055
cst_id060347,
cst_id010645,cc_cst_no023085
cst_id029560,cc_cst_no048366
cst_id066152,cc_cst_no045301
cst_id066152,cc_cst_no070993
cst_id055765,cc_cst_no032190
cst_id055765,cc_cst_no063107
cst_id048294,
cst_id024805,cc_cst_no058886
cst_id019550,cc_cst_no048583
cst_id047899,cc_cst_no018842
cst_id068533,
cst_id061822,cc_cst_no050223
cst_id061822,cc_cst_no069416
cst_id046575,cc_cst_no045232
cst_id015821,cc_cst_no003362
cst_id026670,cc_cst_no009275
cst_id053679,cc_cst_no022175
cst_id030503,cc_cst_no072591
cst_id012297,cc_cst_no063362
cst_id012297,cc_cst_no032719
cst_id053991,cc_cst_no034167
cst_id031971,cc_cst_no043214
cst_id049957,cc_cst_no044762
cst_id070643,
cst_id057106,
cst_id008818,cc_cst_no019418
cst_id017916,cc_cst_no051957
cst_id048305,cc_cst_no037987
cst_id048305,cc_cst_no065830
cst_id068376,cc_cst_no055686
cst_id076466,
cst_id031280,cc_cst_no041129
cst_id031280,cc_cst_no067491
cst_id014007,cc_cst_no015905
cst_id049269,
cst_id043034,
cst_id004371,cc_cst_no070760
cst_id004371,cc_cst_no054304
cst_id072050,
cst_id057336,cc_cst_no043401
cst_id043055,
cst_id068266,cc_cst_no045111
cst_id068266,cc_cst_no068171
cst_id012370,cc_cst_no050484
cst_id068641,cc_cst_no067100
cst_id068150,
cst_id046757,
cst_id000480,cc_cst_no003530
cst_id044539,cc_cst_no042473
cst_id077280,cc_cst_no055039
cst_id068465,
cst_id028390,cc_cst_no044532
cst_id036381,cc_cst_no011137
cst_id071256,cc_cst_no052457
cst_id013903,cc_cst_no019974
cst_id031106,
cst_id029321,
cst_id015425,cc_cst_no009629
cst_id048486,
cst_id028167,cc_cst_no021784
cst_id040872,cc_cst_no023251
cst_id058907,cc_cst_no027810
cst_id058907,cc_cst_no061035
cst_id037375,cc_cst_no022759
cst_id073192,
cst_id030359,cc_cst_no017354
cst_id008083,cc_cst_no011462
cst_id001730,cc_cst_no004101
cst_id032477,
cst_id070081,cc_cst_no053900
cst_id005206,cc_cst_no036361
cst_id050459,
cst_id002413,cc_cst_no004463
cst_id040680,cc_cst_no018372
cst_id014808,cc_cst_no014976
cst_id051104,cc_cst_no038927
cst_id063168,
cst_id014784,cc_cst_no017665
cst_id027349,cc_cst_no028840
cst_id026462,cc_cst_no058558
cst_id026462,cc_cst_no018627
cst_id053851,cc_cst_no049842
cst_id049819,cc_cst_no019025
cst_id017502,cc_cst_no062559
cst_id017502,cc_cst_no031137
cst_id037997,cc_cst_no068342
cst_id037997,cc_cst_no045660
cst_id063744,cc_cst_no066787
cst_id013171,cc_cst_no062517
cst_id013171,cc_cst_no031089
cst_id041224,
cst_id060133,cc_cst_no041525
cst_id060133,cc_cst_no066930
cst_id070021,
cst_id049972,cc_cst_no035839
cst_id012555,cc_cst_no004958
cst_id001374,cc_cst_no005769
cst_id061011,cc_cst_no042400
cst_id005687,
cst_id045776,cc_cst_no045118
cst_id042170,cc_cst_no036830
cst_id042170,cc_cst_no065266
cst_id053693,cc_cst_no024679
cst_id001944,
cst_id026759,cc_cst_no008014
cst_id035356,cc_cst_no047049
cst_id031563,cc_cst_no023425
cst_id031563,cc_cst_no064461
cst_id027899,cc_cst_no069267
cst_id027899,cc_cst_no049904
cst_id051168,cc_cst_no023218
cst_id004901,cc_cst_no006516
cst_id064959,cc_cst_no065268
cst_id064959,cc_cst_no036786
cst_id070376,
cst_id023609,
cst_id065288,
cst_id052581,
cst_id001876,cc_cst_no009067
cst_id001876,cc_cst_no067246
cst_id002545,cc_cst_no022031
cst_id018960,cc_cst_no042506
cst_id038007,
cst_id036219,cc_cst_no062235
cst_id036219,cc_cst_no031767
cst_id026918,cc_cst_no009508
cst_id061944,cc_cst_no052430
cst_id039664,cc_cst_no068336
cst_id039664,cc_cst_no041080
cst_id054983,cc_cst_no050579
cst_id054983,cc_cst_no069589
cst_id040220,cc_cst_no023630
cst_id040220,cc_cst_no065855
cst_id056644,cc_cst_no025358
cst_id056644,cc_cst_no067932
cst_id067563,cc_cst_no047583
cst_id067563,cc_cst_no068769
cst_id028402,cc_cst_no016229
cst_id038379,cc_cst_no064061
cst_id038379,cc_cst_no034352
cst_id004773,cc_cst_no027284
cst_id004773,cc_cst_no065334
cst_id027767,
cst_id047172,
cst_id018000,cc_cst_no066877
cst_id018000,cc_cst_no012308
cst_id040212,
cst_id075185,
cst_id042544,cc_cst_no061784
cst_id042544,cc_cst_no029496
cst_id019439,cc_cst_no032108
cst_id019439,cc_cst_no063065
cst_id016153,cc_cst_no017161
cst_id002691,cc_cst_no017048
cst_id063896,cc_cst_no064195
cst_id063896,cc_cst_no034633
cst_id055768,
cst_id057413,cc_cst_no062398
cst_id070319,cc_cst_no056354
cst_id048124,
cst_id014084,cc_cst_no044395
cst_id044200,
cst_id008212,cc_cst_no038158
cst_id011285,cc_cst_no066328
cst_id011285,cc_cst_no028925
cst_id012517,cc_cst_no039816
cst_id033734,cc_cst_no016695
cst_id043999,cc_cst_no014342
cst_id036038,cc_cst_no023140
cst_id053335,cc_cst_no039270
cst_id053335,cc_cst_no066243
cst_id011808,cc_cst_no003102
cst_id025873,
cst_id060637,cc_cst_no029836
cst_id023299,cc_cst_no006217
cst_id057337,cc_cst_no031721
cst_id010792,cc_cst_no010821
cst_id012422,cc_cst_no004076
cst_id047985,cc_cst_no045362
cst_id063328,cc_cst_no048249
cst_id063328,cc_cst_no068854
cst_id044959,cc_cst_no041935
cst_id044959,cc_cst_no067076
cst_id057751,cc_cst_no067647
cst_id012362,cc_cst_no003927
cst_id017002,cc_cst_no029192
cst_id031852,cc_cst_no053112
cst_id052491,cc_cst_no063407
cst_id037069,cc_cst_no036569
cst_id037069,cc_cst_no065121
cst_id016919,
cst_id051016,cc_cst_no050890
cst_id033113,cc_cst_no037810
cst_id023927,cc_cst_no052386
cst_id059972,
cst_id023350,cc_cst_no006350
cst_id071505,cc_cst_no053347
cst_id034063,cc_cst_no035032
cst_id050822,cc_cst_no054629
cst_id058677,cc_cst_no027598
cst_id058677,cc_cst_no060960
cst_id048722,cc_cst_no017638
cst_id047516,cc_cst_no034179
cst_id032317,cc_cst_no038290
cst_id035635,cc_cst_no074115
cst_id035635,cc_cst_no057315
cst_id073281,cc_cst_no070496
cst_id073281,cc_cst_no053277
cst_id007545,
cst_id032545,cc_cst_no040675
cst_id032545,cc_cst_no066648
cst_id071709,cc_cst_no052964
cst_id019365,cc_cst_no012376
cst_id005328,cc_cst_no003204
cst_id041366,
cst_id063854,
cst_id068726,
cst_id073670,
cst_id036729,cc_cst_no011344
cst_id024000,cc_cst_no062249
cst_id024000,cc_cst_no022888
cst_id057281,cc_cst_no045142
cst_id036201,cc_cst_no046729
cst_id070102,
cst_id063437,cc_cst_no047720
cst_id044997,cc_cst_no014907
cst_id013720,cc_cst_no062027
cst_id013720,cc_cst_no026580
cst_id061877,cc_cst_no031622
cst_id007294,
cst_id015348,
cst_id034467,cc_cst_no027301
cst_id043900,cc_cst_no053880
cst_id049120,cc_cst_no027264
cst_id035816,cc_cst_no010890
cst_id070599,cc_cst_no044809
cst_id054726,
cst_id078612,
cst_id014745,cc_cst_no015891
cst_id042721,cc_cst_no051979
cst_id042721,cc_cst_no060973
cst_id004303,cc_cst_no020959
cst_id056111,cc_cst_no024620
cst_id024541,cc_cst_no069868
cst_id024541,cc_cst_no051227
cst_id074188,cc_cst_no073826
cst_id074188,cc_cst_no050628
cst_id068999,cc_cst_no046633
cst_id068999,cc_cst_no068575
cst_id035145,cc_cst_no068757
cst_id059939,
cst_id041093,cc_cst_no023481
cst_id041093,cc_cst_no058990
cst_id064911,cc_cst_no036208
cst_id020435,cc_cst_no010012
cst_id022683,cc_cst_no017677
cst_id078002,
cst_id053100,cc_cst_no032015
cst_id019348,cc_cst_no009989
cst_id059884,cc_cst_no041961
cst_id016292,cc_cst_no005606
cst_id001936,cc_cst_no003495
cst_id029437,cc_cst_no057716
cst_id010076,cc_cst_no002450
cst_id044681,cc_cst_no029486
cst_id056702,
cst_id015664,cc_cst_no034686
cst_id040772,cc_cst_no041372
cst_id068645,
cst_id047061,cc_cst_no027317
cst_id040045,cc_cst_no034920
cst_id021149,
cst_id028434,cc_cst_no008031
cst_id054450,cc_cst_no057714
cst_id054717,cc_cst_no049207
cst_id054717,cc_cst_no069079
cst_id059795,
cst_id046041,cc_cst_no063097
cst_id076520,
cst_id024287,cc_cst_no038092
cst_id024287,cc_cst_no070143
cst_id040181,cc_cst_no034736
cst_id040181,cc_cst_no064245
cst_id055327,
cst_id001513,cc_cst_no047807
cst_id057385,cc_cst_no055228
cst_id057385,cc_cst_no071788
cst_id069525,cc_cst_no044512
cst_id034392,cc_cst_no019580
cst_id022843,cc_cst_no004339
cst_id020170,cc_cst_no025270
cst_id060825,
cst_id004362,
cst_id013459,
cst_id074651,
cst_id064646,cc_cst_no070052
cst_id064646,cc_cst_no039421
cst_id009208,cc_cst_no007641
cst_id052463,cc_cst_no050139
cst_id053922,
cst_id027056,
cst_id040603,cc_cst_no054177
cst_id041110,cc_cst_no015945
cst_id032135,cc_cst_no023632
cst_id028711,cc_cst_no010312
cst_id036987,cc_cst_no051916
cst_id016316,cc_cst_no029584
cst_id011449,cc_cst_no000462
cst_id071624,cc_cst_no046867
cst_id024677,cc_cst_no049640
cst_id005946,cc_cst_no016537
cst_id042317,cc_cst_no063519
cst_id042317,cc_cst_no033060
cst_id005035,cc_cst_no000212
cst_id025324,
cst_id007684,cc_cst_no038965
cst_id064218,cc_cst_no064660
cst_id064218,cc_cst_no035470
cst_id000201,cc_cst_no019237
cst_id032974,cc_cst_no012828
cst_id011221,cc_cst_no002293
cst_id050062,cc_cst_no018590
cst_id056526,cc_cst_no025163
cst_id035997,cc_cst_no010966
cst_id035997,cc_cst_no069351
cst_id048628,
cst_id024038,
cst_id012257,cc_cst_no061537
cst_id012257,cc_cst_no029055
cst_id076318,
cst_id044220,cc_cst_no019129
cst_id055196,cc_cst_no063798
cst_id055196,cc_cst_no037092
cst_id037453,cc_cst_no061901
cst_id037453,cc_cst_no029742
cst_id049438,cc_cst_no052382
cst_id073046,cc_cst_no075978
cst_id024011,cc_cst_no059648
cst_id024011,cc_cst_no007439
cst_id062890,
cst_id008816,cc_cst_no032862
cst_id073380,cc_cst_no057122
cst_id014790,cc_cst_no003606
cst_id013560,cc_cst_no044372
cst_id062325,cc_cst_no050432
cst_id067992,
cst_id023800,cc_cst_no010495
cst_id032525,cc_cst_no026971
cst_id032525,cc_cst_no060664
cst_id055877,
cst_id063976,cc_cst_no064260
cst_id063976,cc_cst_no034754
cst_id023776,cc_cst_no033571
cst_id007919,cc_cst_no024343
cst_id009291,cc_cst_no007784
cst_id009291,cc_cst_no059548
cst_id003756,cc_cst_no002830
cst_id012023,cc_cst_no012262
cst_id036605,cc_cst_no022233
cst_id029080,
cst_id009906,cc_cst_no069806
cst_id009906,cc_cst_no048233
cst_id054474,cc_cst_no033111
cst_id072319,
cst_id045619,cc_cst_no059033
cst_id045619,cc_cst_no021378
cst_id022160,cc_cst_no000888
cst_id062868,
cst_id028317,cc_cst_no008006
cst_id053676,cc_cst_no039969
cst_id069189,cc_cst_no045535
